Area;Year;Item;Months;Unit;Value
Italy;2023;"Consumer Prices, Food Indices (2015 = 100)";August;;128.6
Italy;2023;"Consumer Prices, Food Indices (2015 = 100)";September;;128.5
Italy;2023;"Consumer Prices, Food Indices (2015 = 100)";October;;128.5
Italy;2023;"Consumer Prices, Food Indices (2015 = 100)";November;;129
Italy;2023;"Consumer Prices, Food Indices (2015 = 100)";December;;129.4
Italy;2024;"Consumer Prices, Food Indices (2015 = 100)";January;;130.4
Italy;2024;"Consumer Prices, Food Indices (2015 = 100)";February;;130.1
Italy;2024;"Consumer Prices, Food Indices (2015 = 100)";March;;129.9
Italy;2024;"Consumer Prices, Food Indices (2015 = 100)";April;;129.9
Italy;2024;"Consumer Prices, Food Indices (2015 = 100)";May;;130.5
Italy;2024;"Consumer Prices, Food Indices (2015 = 100)";June;;130.2
Italy;2024;"Consumer Prices, Food Indices (2015 = 100)";July;;129.6
Italy;2024;"Consumer Prices, Food Indices (2015 = 100)";August;;129.8
Italy;2024;"Consumer Prices, Food Indices (2015 = 100)";September;;130.1
Italy;2024;"Consumer Prices, Food Indices (2015 = 100)";October;;131.7
Italy;2024;"Consumer Prices, Food Indices (2015 = 100)";November;;132.6
Italy;2024;"Consumer Prices, Food Indices (2015 = 100)";December;;132.1
Italy;2025;"Consumer Prices, Food Indices (2015 = 100)";January;;133.1
Italy;2025;"Consumer Prices, Food Indices (2015 = 100)";February;;133.2
Italy;2025;"Consumer Prices, Food Indices (2015 = 100)";March;;133.2
Italy;2025;"Consumer Prices, Food Indices (2015 = 100)";April;;134.1
Italy;2025;"Consumer Prices, Food Indices (2015 = 100)";May;;134.7
Italy;2025;"Consumer Prices, Food Indices (2015 = 100)";June;;134.7
Italy;2025;"Consumer Prices, Food Indices (2015 = 100)";July;;134.7
Italy;2025;"Consumer Prices, Food Indices (2015 = 100)";August;;135
Italy;2025;"Consumer Prices, Food Indices (2015 = 100)";September;;134.9
Italy;2025;"Consumer Prices, Food Indices (2015 = 100)";October;;134.980581
Italy;2025;"Consumer Prices, Food Indices (2015 = 100)";November;;135.080566
Italy;2025;"Consumer Prices, Food Indices (2015 = 100)";December;;135.180552
Italy;2015;Food price inflation;January;%;0.092259
Italy;2015;Food price inflation;February;%;1.017527
Italy;2015;Food price inflation;March;%;1.113151
Italy;2015;Food price inflation;April;%;1.020399
Italy;2015;Food price inflation;May;%;1.019443
Italy;2015;Food price inflation;June;%;1.018479
Italy;2015;Food price inflation;July;%;0.841115
Italy;2015;Food price inflation;August;%;0.935446
Italy;2015;Food price inflation;September;%;1.493933
Italy;2015;Food price inflation;October;%;1.867378
Italy;2015;Food price inflation;November;%;1.484262
Italy;2015;Food price inflation;December;%;1.205904
Italy;2016;Food price inflation;January;%;0.376769
Italy;2016;Food price inflation;February;%;-0.366254
Italy;2016;Food price inflation;March;%;-0.383096
Italy;2016;Food price inflation;April;%;-0.091816
Italy;2016;Food price inflation;May;%;0.215803
Italy;2016;Food price inflation;June;%;0.223683
Italy;2016;Food price inflation;July;%;0.632442
Italy;2016;Food price inflation;August;%;0.934944
Italy;2016;Food price inflation;September;%;0.091995
Italy;2016;Food price inflation;October;%;-0.175217
Italy;2016;Food price inflation;November;%;0.048234
Italy;2016;Food price inflation;December;%;0.822034
Italy;2017;Food price inflation;January;%;2.297702
Italy;2017;Food price inflation;March;%;2.805611
Italy;2017;Food price inflation;May;%;1.89243
Italy;2017;Food price inflation;June;%;0.995025
Italy;2017;Food price inflation;July;%;0.901804
Italy;2017;Food price inflation;August;%;0.799201
Italy;2017;Food price inflation;October;%;2.097902
Italy;2017;Food price inflation;November;%;1.888668
Italy;2017;Food price inflation;December;%;1.48368
Italy;2018;Food price inflation;January;%;1.269531
Italy;2018;Food price inflation;February;%;-0.770713
Italy;2018;Food price inflation;March;%;0.487329
Italy;2018;Food price inflation;April;%;1.174168
Italy;2018;Food price inflation;May;%;1.857283
Italy;2018;Food price inflation;June;%;2.364532
Italy;2018;Food price inflation;July;%;2.383317
Italy;2018;Food price inflation;August;%;2.180377
Italy;2018;Food price inflation;September;%;1.47929
Italy;2018;Food price inflation;October;%;0.684932
Italy;2018;Food price inflation;November;%;0.878049
Italy;2018;Food price inflation;December;%;0.779727
Italy;2019;Food price inflation;January;%;0.675024
Italy;2019;Food price inflation;February;%;1.747573
Italy;2019;Food price inflation;March;%;1.066925
Italy;2019;Food price inflation;April;%;0.386847
Italy;2019;Food price inflation;May;%;0.383877
Italy;2019;Food price inflation;June;%;0.288739
Italy;2019;Food price inflation;July;%;0.775946
Italy;2019;Food price inflation;August;%;0.872939
Italy;2019;Food price inflation;September;%;0.680272
Italy;2019;Food price inflation;October;%;0.777454
Italy;2019;Food price inflation;November;%;0.773694
Italy;2019;Food price inflation;December;%;0.773694
Italy;2020;Food price inflation;January;%;0.574713
Italy;2020;Food price inflation;February;%;0.28626
Italy;2020;Food price inflation;March;%;1.055662
Italy;2020;Food price inflation;April;%;2.793834
Italy;2020;Food price inflation;May;%;2.581262
Italy;2020;Food price inflation;June;%;2.399232
Italy;2020;Food price inflation;July;%;1.443696
Italy;2020;Food price inflation;August;%;1.057692
Italy;2020;Food price inflation;September;%;1.158301
Italy;2020;Food price inflation;October;%;1.350048
Italy;2020;Food price inflation;November;%;1.34357
Italy;2020;Food price inflation;December;%;0.767754
Italy;2021;Food price inflation;January;%;0.666667
Italy;2021;Food price inflation;February;%;0.38059
Italy;2021;Food price inflation;March;%;0.189934
Italy;2021;Food price inflation;April;%;-0.468604
Italy;2021;Food price inflation;May;%;-0.745573
Italy;2021;Food price inflation;June;%;-0.562324
Italy;2021;Food price inflation;July;%;0.094877
Italy;2021;Food price inflation;August;%;0.76118
Italy;2021;Food price inflation;September;%;1.145038
Italy;2021;Food price inflation;October;%;1.14177
Italy;2021;Food price inflation;November;%;1.515152
Italy;2021;Food price inflation;December;%;2.857143
Italy;2022;Food price inflation;January;%;3.59508
Italy;2022;Food price inflation;February;%;4.834123
Italy;2022;Food price inflation;March;%;5.781991
Italy;2022;Food price inflation;April;%;6.403013
Italy;2022;Food price inflation;May;%;7.41784
Italy;2022;Food price inflation;June;%;9.048068
Italy;2022;Food price inflation;July;%;9.952607
Italy;2022;Food price inflation;August;%;10.481586
Italy;2022;Food price inflation;September;%;11.698113
Italy;2022;Food price inflation;October;%;13.546566
Italy;2022;Food price inflation;November;%;13.619403
Italy;2022;Food price inflation;December;%;13.148148
Italy;2023;Food price inflation;January;%;12.60274
Italy;2023;Food price inflation;February;%;13.200723
Italy;2023;Food price inflation;March;%;13.172043
Italy;2023;Food price inflation;April;%;12.123894
Italy;2023;Food price inflation;May;%;11.800699
Italy;2023;Food price inflation;June;%;10.976664
Italy;2023;Food price inflation;July;%;10.689655
Italy;2023;Food price inflation;August;%;9.91453
Italy;2023;Food price inflation;September;%;8.530405
Italy;2023;Food price inflation;October;%;6.462303
Italy;2023;Food price inflation;November;%;5.91133
Italy;2023;Food price inflation;December;%;5.89198
Italy;2024;Food price inflation;January;%;5.758313
Italy;2024;Food price inflation;February;%;3.913738
Italy;2024;Food price inflation;March;%;2.850356
Italy;2024;Food price inflation;April;%;2.525651
Italy;2024;Food price inflation;May;%;2.032838
Italy;2024;Food price inflation;June;%;1.401869
Italy;2024;Food price inflation;July;%;0.934579
Italy;2024;Food price inflation;August;%;0.933126
Italy;2024;Food price inflation;September;%;1.245136
Italy;2024;Food price inflation;October;%;2.490272
Italy;2024;Food price inflation;November;%;2.790698
Italy;2024;Food price inflation;December;%;2.086553
Italy;2025;Food price inflation;January;%;2.070552
Italy;2025;Food price inflation;February;%;2.382782
Italy;2025;Food price inflation;March;%;2.540416
Italy;2025;Food price inflation;April;%;3.233256
Italy;2025;Food price inflation;May;%;3.218391
Italy;2025;Food price inflation;June;%;3.456221
Italy;2025;Food price inflation;July;%;3.935185
Italy;2025;Food price inflation;August;%;4.006163
Italy;2025;Food price inflation;September;%;3.68947
Italy;2025;Food price inflation;October;%;2.49095
Italy;2025;Food price inflation;November;%;1.870714
Italy;2025;Food price inflation;December;%;2.331985
Kenya;2015;"Consumer Prices, Food Indices (2015 = 100)";January;;93.101516
Kenya;2015;"Consumer Prices, Food Indices (2015 = 100)";February;;94.326158
Kenya;2015;"Consumer Prices, Food Indices (2015 = 100)";March;;96.827732
Kenya;2015;"Consumer Prices, Food Indices (2015 = 100)";April;;100.619416
Kenya;2015;"Consumer Prices, Food Indices (2015 = 100)";May;;101.682715
Kenya;2015;"Consumer Prices, Food Indices (2015 = 100)";June;;101.580835
Kenya;2015;"Consumer Prices, Food Indices (2015 = 100)";July;;100.968493
Kenya;2015;"Consumer Prices, Food Indices (2015 = 100)";August;;100.703442
Kenya;2015;"Consumer Prices, Food Indices (2015 = 100)";September;;101.184752
Kenya;2015;"Consumer Prices, Food Indices (2015 = 100)";October;;102.072152
Kenya;2015;"Consumer Prices, Food Indices (2015 = 100)";November;;103.170575
Kenya;2015;"Consumer Prices, Food Indices (2015 = 100)";December;;104.438893
Kenya;2016;"Consumer Prices, Food Indices (2015 = 100)";January;;104.931799
Kenya;2016;"Consumer Prices, Food Indices (2015 = 100)";February;;104.485058
Kenya;2016;"Consumer Prices, Food Indices (2015 = 100)";March;;105.939055
Kenya;2016;"Consumer Prices, Food Indices (2015 = 100)";April;;107.501792
Kenya;2016;"Consumer Prices, Food Indices (2015 = 100)";May;;108.381243
Kenya;2016;"Consumer Prices, Food Indices (2015 = 100)";June;;110.612932
Kenya;2016;"Consumer Prices, Food Indices (2015 = 100)";July;;111.850218
Kenya;2016;"Consumer Prices, Food Indices (2015 = 100)";August;;111.633061
Kenya;2016;"Consumer Prices, Food Indices (2015 = 100)";September;;112.251405
Kenya;2016;"Consumer Prices, Food Indices (2015 = 100)";October;;113.332912
Kenya;2016;"Consumer Prices, Food Indices (2015 = 100)";November;;114.656475
Kenya;2016;"Consumer Prices, Food Indices (2015 = 100)";December;;116.160845
Kenya;2017;"Consumer Prices, Food Indices (2015 = 100)";January;;118.09099
Kenya;2017;"Consumer Prices, Food Indices (2015 = 100)";February;;121.730132
Kenya;2017;"Consumer Prices, Food Indices (2015 = 100)";March;;125.597199
Kenya;2017;"Consumer Prices, Food Indices (2015 = 100)";April;;130.060276
Kenya;2017;"Consumer Prices, Food Indices (2015 = 100)";May;;131.704737
Kenya;2017;"Consumer Prices, Food Indices (2015 = 100)";June;;128.101772
Kenya;2017;"Consumer Prices, Food Indices (2015 = 100)";July;;125.481947
Kenya;2017;"Consumer Prices, Food Indices (2015 = 100)";August;;126.784539
Kenya;2017;"Consumer Prices, Food Indices (2015 = 100)";September;;125.157872
Kenya;2017;"Consumer Prices, Food Indices (2015 = 100)";October;;122.930872
Kenya;2017;"Consumer Prices, Food Indices (2015 = 100)";November;;121.290851
Kenya;2017;"Consumer Prices, Food Indices (2015 = 100)";December;;121.591737
Kenya;2018;"Consumer Prices, Food Indices (2015 = 100)";January;;123.648316
Kenya;2018;"Consumer Prices, Food Indices (2015 = 100)";February;;126.397944
Kenya;2018;"Consumer Prices, Food Indices (2015 = 100)";March;;128.349124
Kenya;2018;"Consumer Prices, Food Indices (2015 = 100)";April;;130.392453
Kenya;2018;"Consumer Prices, Food Indices (2015 = 100)";May;;132.156543
Kenya;2018;"Consumer Prices, Food Indices (2015 = 100)";June;;129.255026
Kenya;2018;"Consumer Prices, Food Indices (2015 = 100)";July;;126.148926
Kenya;2018;"Consumer Prices, Food Indices (2015 = 100)";August;;125.320207
Kenya;2018;"Consumer Prices, Food Indices (2015 = 100)";September;;125.786003
Kenya;2018;"Consumer Prices, Food Indices (2015 = 100)";October;;123.566063
Kenya;2018;"Consumer Prices, Food Indices (2015 = 100)";November;;123.382419
Kenya;2018;"Consumer Prices, Food Indices (2015 = 100)";December;;124.678383
Kenya;2019;"Consumer Prices, Food Indices (2015 = 100)";January;;125.645336
Kenya;2019;"Consumer Prices, Food Indices (2015 = 100)";February;;127.781673
Kenya;2019;"Consumer Prices, Food Indices (2015 = 100)";March;;132.560364
Kenya;2019;"Consumer Prices, Food Indices (2015 = 100)";April;;135.11998
Kenya;2019;"Consumer Prices, Food Indices (2015 = 100)";May;;137.441731
Kenya;2019;"Consumer Prices, Food Indices (2015 = 100)";June;;138.516917
Kenya;2019;"Consumer Prices, Food Indices (2015 = 100)";July;;139.270295
Kenya;2019;"Consumer Prices, Food Indices (2015 = 100)";August;;139.456685
Kenya;2019;"Consumer Prices, Food Indices (2015 = 100)";September;;139.907076
Kenya;2019;"Consumer Prices, Food Indices (2015 = 100)";October;;140.711417
Kenya;2019;"Consumer Prices, Food Indices (2015 = 100)";November;;142.46009
Kenya;2019;"Consumer Prices, Food Indices (2015 = 100)";December;;144.429756
Kenya;2020;"Consumer Prices, Food Indices (2015 = 100)";January;;145.893986
Kenya;2020;"Consumer Prices, Food Indices (2015 = 100)";February;;147.873802
Kenya;2020;"Consumer Prices, Food Indices (2015 = 100)";March;;148.737192
Kenya;2020;"Consumer Prices, Food Indices (2015 = 100)";April;;151.372142
Kenya;2020;"Consumer Prices, Food Indices (2015 = 100)";May;;151.513334
Kenya;2020;"Consumer Prices, Food Indices (2015 = 100)";June;;149.614683
Kenya;2020;"Consumer Prices, Food Indices (2015 = 100)";July;;148.230946
Kenya;2020;"Consumer Prices, Food Indices (2015 = 100)";August;;146.865582
Kenya;2020;"Consumer Prices, Food Indices (2015 = 100)";September;;147.101724
Kenya;2020;"Consumer Prices, Food Indices (2015 = 100)";October;;148.905116
Kenya;2020;"Consumer Prices, Food Indices (2015 = 100)";November;;151.125266
Kenya;2020;"Consumer Prices, Food Indices (2015 = 100)";December;;154.84881
Kenya;2021;"Consumer Prices, Food Indices (2015 = 100)";January;;157.252556
Kenya;2021;"Consumer Prices, Food Indices (2015 = 100)";February;;158.53171
Kenya;2021;"Consumer Prices, Food Indices (2015 = 100)";March;;158.588646
Kenya;2021;"Consumer Prices, Food Indices (2015 = 100)";April;;161.28738
Kenya;2021;"Consumer Prices, Food Indices (2015 = 100)";May;;161.941765
Kenya;2021;"Consumer Prices, Food Indices (2015 = 100)";June;;161.903595
Kenya;2021;"Consumer Prices, Food Indices (2015 = 100)";July;;160.96849
Kenya;2021;"Consumer Prices, Food Indices (2015 = 100)";August;;162.365399
Kenya;2021;"Consumer Prices, Food Indices (2015 = 100)";September;;162.48577
Kenya;2021;"Consumer Prices, Food Indices (2015 = 100)";October;;164.363138
Kenya;2021;"Consumer Prices, Food Indices (2015 = 100)";November;;165.936642
Kenya;2021;"Consumer Prices, Food Indices (2015 = 100)";December;;168.780295
Kenya;2022;"Consumer Prices, Food Indices (2015 = 100)";January;;169.804501
Kenya;2022;"Consumer Prices, Food Indices (2015 = 100)";February;;171.219221
Kenya;2022;"Consumer Prices, Food Indices (2015 = 100)";March;;173.85023
Kenya;2022;"Consumer Prices, Food Indices (2015 = 100)";April;;178.9895
Kenya;2022;"Consumer Prices, Food Indices (2015 = 100)";May;;181.235982
Kenya;2022;"Consumer Prices, Food Indices (2015 = 100)";June;;183.70939
Kenya;2022;"Consumer Prices, Food Indices (2015 = 100)";July;;185.86696
Kenya;2022;"Consumer Prices, Food Indices (2015 = 100)";August;;186.883162
Kenya;2022;"Consumer Prices, Food Indices (2015 = 100)";September;;187.372461
Kenya;2022;"Consumer Prices, Food Indices (2015 = 100)";October;;189.91384
Kenya;2022;"Consumer Prices, Food Indices (2015 = 100)";November;;191.161232
Kenya;2022;"Consumer Prices, Food Indices (2015 = 100)";December;;191.545388
Kenya;2023;"Consumer Prices, Food Indices (2015 = 100)";January;;191.77327
Kenya;2023;"Consumer Prices, Food Indices (2015 = 100)";February;;194.073421
Kenya;2023;"Consumer Prices, Food Indices (2015 = 100)";March;;197.127717
Kenya;2023;"Consumer Prices, Food Indices (2015 = 100)";April;;196.986267
Kenya;2023;"Consumer Prices, Food Indices (2015 = 100)";May;;199.952729
Kenya;2023;"Consumer Prices, Food Indices (2015 = 100)";June;;202.513061
Kenya;2023;"Consumer Prices, Food Indices (2015 = 100)";July;;201.476285
Kenya;2023;"Consumer Prices, Food Indices (2015 = 100)";August;;200.796363
Kenya;2023;"Consumer Prices, Food Indices (2015 = 100)";September;;202.192413
Kenya;2023;"Consumer Prices, Food Indices (2015 = 100)";October;;204.719651
Kenya;2023;"Consumer Prices, Food Indices (2015 = 100)";November;;205.605096
Kenya;2023;"Consumer Prices, Food Indices (2015 = 100)";December;;206.304382
Kenya;2024;"Consumer Prices, Food Indices (2015 = 100)";January;;206.977209
Kenya;2024;"Consumer Prices, Food Indices (2015 = 100)";February;;207.484234
Kenya;2024;"Consumer Prices, Food Indices (2015 = 100)";March;;208.482034
Kenya;2024;"Consumer Prices, Food Indices (2015 = 100)";April;;208.201821
Kenya;2024;"Consumer Prices, Food Indices (2015 = 100)";May;;212.143775
Kenya;2024;"Consumer Prices, Food Indices (2015 = 100)";June;;213.759905
Kenya;2024;"Consumer Prices, Food Indices (2015 = 100)";July;;212.650689
Kenya;2024;"Consumer Prices, Food Indices (2015 = 100)";August;;210.715951
Kenya;2024;"Consumer Prices, Food Indices (2015 = 100)";September;;211.400607
Kenya;2024;"Consumer Prices, Food Indices (2015 = 100)";October;;212.576128
Kenya;2024;"Consumer Prices, Food Indices (2015 = 100)";November;;214.109112
Kenya;2024;"Consumer Prices, Food Indices (2015 = 100)";December;;215.304487
Kenya;2025;"Consumer Prices, Food Indices (2015 = 100)";January;;218.780049
Kenya;2025;"Consumer Prices, Food Indices (2015 = 100)";February;;219.956398
Kenya;2025;"Consumer Prices, Food Indices (2015 = 100)";March;;221.572772
Kenya;2025;"Consumer Prices, Food Indices (2015 = 100)";April;;222.362234
Kenya;2025;"Consumer Prices, Food Indices (2015 = 100)";May;;225.239589
Kenya;2025;"Consumer Prices, Food Indices (2015 = 100)";June;;227.562331
Kenya;2025;"Consumer Prices, Food Indices (2015 = 100)";July;;228.985541
Kenya;2025;"Consumer Prices, Food Indices (2015 = 100)";August;;228.397576
Kenya;2025;"Consumer Prices, Food Indices (2015 = 100)";September;;229.299429
Kenya;2025;"Consumer Prices, Food Indices (2015 = 100)";October;;229.610513
Kenya;2025;"Consumer Prices, Food Indices (2015 = 100)";November;;230.1063
Kenya;2025;"Consumer Prices, Food Indices (2015 = 100)";December;;232.138067
Kenya;2015;Food price inflation;January;%;7.674199
Kenya;2015;Food price inflation;February;%;8.696157
Kenya;2015;Food price inflation;March;%;10.955497
Kenya;2015;Food price inflation;April;%;13.41956
Kenya;2015;Food price inflation;May;%;13.203172
Kenya;2015;Food price inflation;June;%;13.385336
Kenya;2015;Food price inflation;July;%;12.140679
Kenya;2015;Food price inflation;August;%;9.927707
Kenya;2015;Food price inflation;September;%;9.81204
Kenya;2015;Food price inflation;October;%;11.274004
Kenya;2015;Food price inflation;November;%;12.673713
Kenya;2015;Food price inflation;December;%;13.258103
Kenya;2016;Food price inflation;January;%;12.706863
Kenya;2016;Food price inflation;February;%;10.769972
Kenya;2016;Food price inflation;March;%;9.409829
Kenya;2016;Food price inflation;April;%;6.840008
Kenya;2016;Food price inflation;May;%;6.587677
Kenya;2016;Food price inflation;June;%;8.891537
Kenya;2016;Food price inflation;July;%;10.777348
Kenya;2016;Food price inflation;August;%;10.853272
Kenya;2016;Food price inflation;September;%;10.937076
Kenya;2016;Food price inflation;October;%;11.032157
Kenya;2016;Food price inflation;November;%;11.132922
Kenya;2016;Food price inflation;December;%;11.223742
Kenya;2017;Food price inflation;January;%;12.540708
Kenya;2017;Food price inflation;February;%;16.504823
Kenya;2017;Food price inflation;March;%;18.556088
Kenya;2017;Food price inflation;April;%;20.984286
Kenya;2017;Food price inflation;May;%;21.519862
Kenya;2017;Food price inflation;June;%;15.810845
Kenya;2017;Food price inflation;July;%;12.187486
Kenya;2017;Food price inflation;August;%;13.572573
Kenya;2017;Food price inflation;September;%;11.497822
Kenya;2017;Food price inflation;October;%;8.46882
Kenya;2017;Food price inflation;November;%;5.786307
Kenya;2017;Food price inflation;December;%;4.675321
Kenya;2018;Food price inflation;January;%;4.70597
Kenya;2018;Food price inflation;February;%;3.834557
Kenya;2018;Food price inflation;March;%;2.191072
Kenya;2018;Food price inflation;April;%;0.255402
Kenya;2018;Food price inflation;May;%;0.343044
Kenya;2018;Food price inflation;June;%;0.900264
Kenya;2018;Food price inflation;July;%;0.531533
Kenya;2018;Food price inflation;August;%;-1.154977
Kenya;2018;Food price inflation;September;%;0.501871
Kenya;2018;Food price inflation;October;%;0.516706
Kenya;2018;Food price inflation;November;%;1.724423
Kenya;2018;Food price inflation;December;%;2.538532
Kenya;2019;Food price inflation;January;%;1.615081
Kenya;2019;Food price inflation;February;%;1.09474
Kenya;2019;Food price inflation;March;%;3.281082
Kenya;2019;Food price inflation;April;%;3.625614
Kenya;2019;Food price inflation;May;%;3.999188
Kenya;2019;Food price inflation;June;%;7.165594
Kenya;2019;Food price inflation;July;%;10.401491
Kenya;2019;Food price inflation;August;%;11.280287
Kenya;2019;Food price inflation;September;%;11.226267
Kenya;2019;Food price inflation;October;%;13.875456
Kenya;2019;Food price inflation;November;%;15.462229
Kenya;2019;Food price inflation;December;%;15.841858
Kenya;2020;Food price inflation;January;%;16.115719
Kenya;2020;Food price inflation;February;%;15.723795
Kenya;2020;Food price inflation;March;%;12.203367
Kenya;2020;Food price inflation;April;%;12.027949
Kenya;2020;Food price inflation;May;%;10.238231
Kenya;2020;Food price inflation;June;%;8.011849
Kenya;2020;Food price inflation;July;%;6.434001
Kenya;2020;Food price inflation;August;%;5.312687
Kenya;2020;Food price inflation;September;%;5.142447
Kenya;2020;Food price inflation;October;%;5.823051
Kenya;2020;Food price inflation;November;%;6.082528
Kenya;2020;Food price inflation;December;%;7.213925
Kenya;2021;Food price inflation;January;%;7.785496
Kenya;2021;Food price inflation;February;%;7.207435
Kenya;2021;Food price inflation;March;%;6.623397
Kenya;2021;Food price inflation;April;%;6.550239
Kenya;2021;Food price inflation;May;%;6.882847
Kenya;2021;Food price inflation;June;%;8.213707
Kenya;2021;Food price inflation;July;%;8.59304
Kenya;2021;Food price inflation;August;%;10.553744
Kenya;2021;Food price inflation;October;%;10.381123
Kenya;2021;Food price inflation;November;%;9.800728
Kenya;2021;Food price inflation;December;%;8.996831
Kenya;2022;Food price inflation;January;%;7.982029
Kenya;2022;Food price inflation;February;%;8.003138
Kenya;2022;Food price inflation;March;%;9.623377
Kenya;2022;Food price inflation;April;%;10.975515
Kenya;2022;Food price inflation;May;%;11.914293
Kenya;2022;Food price inflation;June;%;13.468382
Kenya;2022;Food price inflation;July;%;15.467915
Kenya;2022;Food price inflation;August;%;15.100362
Kenya;2022;Food price inflation;September;%;15.316228
Kenya;2022;Food price inflation;October;%;15.545275
Kenya;2022;Food price inflation;November;%;15.201338
Kenya;2022;Food price inflation;December;%;13.488004
Kenya;2023;Food price inflation;January;%;12.937684
Kenya;2023;Food price inflation;February;%;13.347917
Kenya;2023;Food price inflation;March;%;13.389391
Kenya;2023;Food price inflation;April;%;10.05465
Kenya;2023;Food price inflation;May;%;10.32728
Kenya;2023;Food price inflation;June;%;10.235553
Kenya;2023;Food price inflation;July;%;8.398117
Kenya;2023;Food price inflation;August;%;7.444866
Kenya;2023;Food price inflation;September;%;7.909355
Kenya;2023;Food price inflation;October;%;7.796067
Kenya;2023;Food price inflation;November;%;7.555854
Kenya;2023;Food price inflation;December;%;7.70522
Kenya;2024;Food price inflation;January;%;7.928081
Kenya;2024;Food price inflation;February;%;6.910175
Kenya;2024;Food price inflation;March;%;5.759879
Kenya;2024;Food price inflation;April;%;5.693572
Kenya;2024;Food price inflation;May;%;6.096964
Kenya;2024;Food price inflation;June;%;5.553639
Kenya;2024;Food price inflation;July;%;5.546263
Kenya;2024;Food price inflation;August;%;4.940123
Kenya;2024;Food price inflation;September;%;4.554173
Kenya;2024;Food price inflation;October;%;3.837676
Kenya;2024;Food price inflation;November;%;4.136092
Kenya;2024;Food price inflation;December;%;4.362537
Kenya;2025;Food price inflation;January;%;5.702483
Kenya;2025;Food price inflation;February;%;6.011138
Kenya;2025;Food price inflation;March;%;6.279073
Kenya;2025;Food price inflation;April;%;6.801292
Kenya;2025;Food price inflation;May;%;6.173084
Kenya;2025;Food price inflation;June;%;6.456976
Kenya;2025;Food price inflation;July;%;7.681542
Kenya;2025;Food price inflation;August;%;8.391213
Kenya;2025;Food price inflation;September;%;8.466779
Kenya;2025;Food price inflation;October;%;8.013311
Kenya;2025;Food price inflation;November;%;7.471512
Kenya;2025;Food price inflation;December;%;7.818499
Nigeria;2015;"Consumer Prices, Food Indices (2015 = 100)";January;;95.413668
Nigeria;2015;"Consumer Prices, Food Indices (2015 = 100)";February;;96.114259
Nigeria;2015;"Consumer Prices, Food Indices (2015 = 100)";March;;97.091631
Nigeria;2015;"Consumer Prices, Food Indices (2015 = 100)";April;;97.958295
Nigeria;2015;"Consumer Prices, Food Indices (2015 = 100)";May;;99.010497
Nigeria;2015;"Consumer Prices, Food Indices (2015 = 100)";June;;100.0475
Nigeria;2015;"Consumer Prices, Food Indices (2015 = 100)";July;;100.816559
Nigeria;2015;"Consumer Prices, Food Indices (2015 = 100)";August;;101.448104
Nigeria;2015;"Consumer Prices, Food Indices (2015 = 100)";September;;102.095986
Nigeria;2015;"Consumer Prices, Food Indices (2015 = 100)";October;;102.558544
Nigeria;2015;"Consumer Prices, Food Indices (2015 = 100)";November;;103.361407
Nigeria;2015;"Consumer Prices, Food Indices (2015 = 100)";December;;104.562596
Nigeria;2016;"Consumer Prices, Food Indices (2015 = 100)";January;;105.523476
Nigeria;2016;"Consumer Prices, Food Indices (2015 = 100)";February;;106.959756
Nigeria;2016;"Consumer Prices, Food Indices (2015 = 100)";March;;109.377113
Nigeria;2016;"Consumer Prices, Food Indices (2015 = 100)";April;;110.790118
Nigeria;2016;"Consumer Prices, Food Indices (2015 = 100)";May;;113.617138
Nigeria;2016;"Consumer Prices, Food Indices (2015 = 100)";June;;115.242344
Nigeria;2016;"Consumer Prices, Food Indices (2015 = 100)";July;;116.621065
Nigeria;2016;"Consumer Prices, Food Indices (2015 = 100)";August;;117.973499
Nigeria;2016;"Consumer Prices, Food Indices (2015 = 100)";September;;118.919146
Nigeria;2016;"Consumer Prices, Food Indices (2015 = 100)";October;;119.932664
Nigeria;2016;"Consumer Prices, Food Indices (2015 = 100)";November;;120.982346
Nigeria;2016;"Consumer Prices, Food Indices (2015 = 100)";December;;122.586982
Nigeria;2017;"Consumer Prices, Food Indices (2015 = 100)";January;;124.162675
Nigeria;2017;"Consumer Prices, Food Indices (2015 = 100)";February;;126.619758
Nigeria;2017;"Consumer Prices, Food Indices (2015 = 100)";March;;129.402851
Nigeria;2017;"Consumer Prices, Food Indices (2015 = 100)";April;;132.03747
Nigeria;2017;"Consumer Prices, Food Indices (2015 = 100)";May;;135.3695
Nigeria;2017;"Consumer Prices, Food Indices (2015 = 100)";June;;138.071055
Nigeria;2017;"Consumer Prices, Food Indices (2015 = 100)";July;;140.167238
Nigeria;2017;"Consumer Prices, Food Indices (2015 = 100)";August;;141.767369
Nigeria;2017;"Consumer Prices, Food Indices (2015 = 100)";September;;142.99593
Nigeria;2017;"Consumer Prices, Food Indices (2015 = 100)";October;;144.205402
Nigeria;2017;"Consumer Prices, Food Indices (2015 = 100)";November;;145.474245
Nigeria;2017;"Consumer Prices, Food Indices (2015 = 100)";December;;146.32575
Nigeria;2018;"Consumer Prices, Food Indices (2015 = 100)";January;;147.602112
Nigeria;2018;"Consumer Prices, Food Indices (2015 = 100)";February;;148.852687
Nigeria;2018;"Consumer Prices, Food Indices (2015 = 100)";March;;150.187956
Nigeria;2018;"Consumer Prices, Food Indices (2015 = 100)";April;;151.557759
Nigeria;2018;"Consumer Prices, Food Indices (2015 = 100)";May;;153.56077
